

budget= 409600.000000;

nprojects=512;

nareas= 8;

nactivities= 16;

nsynergies= 20;

Areas=[
< 22976.736, 74232.531>
<1, 7, 0.09, 304.00, 351.04>,
<1, 8, 0.14, 342.00, 374.48>,
<1, 9, 0.06, 258.00, 316.22>,
<1, 10, 0.01, 380.00, 392.00>,
<1, 11, 0.07, 260.00, 341.20>,
<1, 12, 0.11, 366.00, 382.66>,
<1, 13, 0.02, 278.00, 357.30>,
<1, 14, 0.10, 316.00, 381.52>,
<1, 15, 0.05, 240.00, 344.00>,
<1, 16, 0.03, 322.00, 353.98>,
<2, 1, 0.08, 254.00, 335.76>,
<2, 2, 0.06, 354.00, 375.16>,
<2, 3, 0.04, 324.00, 358.96>,
<2, 4, 0.03, 274.00, 354.64>,
<2, 5, 0.06, 322.00, 360.22>,
<2, 6, 0.08, 368.00, 391.36>,
<2, 7, 0.09, 314.00, 375.92>,
<2, 8, 0.08, 388.00, 393.16>,
<2, 9, 0.09, 358.00, 378.16>,
<2, 10, 0.09, 268.00, 359.08>,
<2, 11, 0.03, 296.00, 342.80>,
<2, 12, 0.00, 364.00, 383.08>,
<2, 13, 0.06, 268.00, 323.44>,
<2, 14, 0.01, 294.00, 358.66>,
<2, 15, 0.09, 250.00, 335.50>,
<2, 16, 0.10, 280.00, 350.80>,
<3, 1, 0.07, 378.00, 394.28>,
<3, 2, 0.13, 326.00, 380.02>,
<3, 3, 0.03, 302.00, 342.18>,
<3, 4, 0.12, 368.00, 383.36>,
<3, 5, 0.09, 398.00, 399.06>,
<3, 6, 0.10, 394.00, 397.84>,
<3, 7, 0.05, 272.00, 369.28>,
<3, 8, 0.03, 376.00, 388.24>,
<3, 9, 0.01, 396.00, 398.84>,
<3, 10, 0.11, 288.00, 344.00>,
<3, 11, 0.00, 246.00, 332.24>,
<3, 12, 0.11, 288.00, 359.68>,
<3, 13, 0.03, 394.00, 396.58>,
<3, 14, 0.06, 294.00, 369.26>,
<3, 15, 0.02, 294.00, 351.24>,
<3, 16, 0.02, 276.00, 342.96>,
<4, 1, 0.03, 322.00, 375.82>,
<4, 2, 0.01, 314.00, 373.34>,
<4, 3, 0.12, 256.00, 335.20>,
<4, 4, 0.00, 382.00, 391.00>,
<4, 5, 0.10, 394.00, 397.30>,
<4, 6, 0.11, 260.00, 351.00>,
<4, 7, 0.02, 306.00, 354.88>,
<4, 8, 0.01, 280.00, 348.40>,
<4, 9, 0.02, 254.00, 331.38>,
<4, 10, 0.09, 326.00, 375.58>,
<4, 11, 0.11, 246.00, 313.76>,
<4, 12, 0.06, 252.00, 334.88>,
<4, 13, 0.07, 302.00, 378.44>,
<4, 14, 0.04, 270.00, 335.00>,
<4, 15, 0.11, 284.00, 335.04>,
<4, 16, 0.11, 268.00, 370.96>,
<5, 1, 0.04, 338.00, 366.52>,
<5, 2, 0.11, 340.00, 380.20>,
<5, 3, 0.10, 348.00, 370.88>,
<5, 4, 0.01, 398.00, 399.40>,
<5, 5, 0.11, 288.00, 347.36>,
<5, 6, 0.07, 266.00, 361.14>,
<5, 7, 0.05, 372.00, 388.24>,
<5, 8, 0.02, 302.00, 366.68>,
<5, 9, 0.07, 288.00, 359.68>,
<5, 10, 0.02, 248.00, 355.92>,
<5, 11, 0.07, 310.00, 367.60>,
<5, 12, 0.08, 348.00, 380.24>,
<5, 13, 0.04, 310.00, 355.00>,
<5, 14, 0.11, 324.00, 381.00>,
<5, 15, 0.07, 330.00, 380.40>,
<5, 16, 0.03, 260.00, 325.80>,
<6, 1, 0.06, 362.00, 387.84>,
<6, 2, 0.01, 332.00, 381.64>,
<6, 3, 0.13, 262.00, 344.80>,
<6, 4, 0.03, 342.00, 365.78>,
<6, 5, 0.09, 308.00, 345.72>,
<6, 6, 0.04, 284.00, 369.84>,
<6, 7, 0.13, 286.00, 337.30>,
<6, 8, 0.12, 384.00, 391.20>,
<6, 9, 0.05, 386.00, 395.10>,
<6, 10, 0.07, 340.00, 364.60>,
<6, 11, 0.05, 362.00, 381.38>,
<6, 12, 0.04, 328.00, 381.28>,
<6, 13, 0.06, 312.00, 359.52>,
<6, 14, 0.08, 240.00, 363.20>,
<6, 15, 0.01, 390.00, 396.00>,
<6, 16, 0.04, 370.00, 393.70>,
<7, 1, 0.02, 306.00, 368.98>,
<7, 2, 0.02, 258.00, 350.30>,
<7, 3, 0.07, 260.00, 337.00>,
<7, 4, 0.08, 252.00, 315.64>,
<7, 5, 0.06, 266.00, 323.62>,
<7, 6, 0.12, 276.00, 365.28>,
<7, 7, 0.02, 342.00, 384.92>,
<7, 8, 0.11, 394.00, 397.30>,
<7, 9, 0.09, 244.00, 309.52>,
<7, 10, 0.06, 280.00, 367.60>,
<7, 11, 0.09, 240.00, 366.40>,
<7, 12, 0.04, 308.00, 363.20>,
<7, 13, 0.02, 286.00, 354.40>,
<7, 14, 0.05, 264.00, 325.20>,
<7, 15, 0.12, 382.00, 396.04>,
<7, 16, 0.00, 330.00, 381.80>,
<8, 1, 0.04, 328.00, 368.32>,
<8, 2, 0.05, 316.00, 364.72>,
<8, 3, 0.02, 370.00, 383.80>,
<8, 4, 0.10, 332.00, 372.80>,
<8, 5, 0.08, 348.00, 377.12>,
<8, 6, 0.12, 304.00, 371.20>,
<8, 7, 0.05, 342.00, 371.58>,
<8, 8, 0.01, 342.00, 375.64>,
<8, 9, 0.04, 372.00, 392.44>,
<8, 10, 0.08, 326.00, 384.46>,
<8, 11, 0.09, 252.00, 367.44>,
<8, 12, 0.09, 278.00, 364.62>,
<8, 13, 0.03, 318.00, 354.90>,
<8, 14, 0.05, 390.00, 394.60>,
<8, 15, 0.09, 338.00, 362.80>,
<8, 16, 0.05, 340.00, 380.20>,
<9, 1, 0.02, 268.00, 341.92>,
<9, 2, 0.13, 312.00, 350.72>,
<9, 3, 0.11, 336.00, 377.60>,
<9, 4, 0.01, 340.00, 368.20>,
<9, 5, 0.01, 302.00, 347.08>,
<9, 6, 0.09, 330.00, 365.00>,
<9, 7, 0.00, 364.00, 383.08>,
<9, 8, 0.03, 340.00, 369.40>,
<9, 9, 0.04, 370.00, 390.70>,
<9, 10, 0.08, 370.00, 390.70>,
<9, 11, 0.05, 268.00, 370.96>,
<9, 12, 0.13, 316.00, 358.00>,
<9, 13, 0.01, 354.00, 385.74>,
<9, 14, 0.12, 398.00, 399.46>,
<9, 15, 0.08, 332.00, 378.24>,
<9, 16, 0.06, 396.00, 399.08>,
<10, 1, 0.09, 378.00, 387.68>,
<10, 2, 0.01, 380.00, 388.80>,
<10, 3, 0.09, 346.00, 371.92>,
<10, 4, 0.06, 298.00, 347.98>,
<10, 5, 0.10, 350.00, 380.50>,
<10, 6, 0.04, 308.00, 348.48>,
<10, 7, 0.03, 250.00, 335.50>,
<10, 8, 0.08, 368.00, 380.80>,
<10, 9, 0.03, 250.00, 314.50>,
<10, 10, 0.10, 398.00, 399.52>,
<10, 11, 0.06, 250.00, 322.00>,
<10, 12, 0.05, 274.00, 368.50>,
