<2593.25, 5974.62, 1,8.32>
<3906.86, 5758.14, 6,3.70>
<750.39, 5890.60, 3,4.75>
<414.31, 5875.90, 8,4.19>
<733.67, 5741.88, 2,9.72>
<4637.57, 5964.34, 3,6.08>
<2775.00, 5978.48, 7,3.14>
<2669.03, 5849.10, 8,7.83>
<1149.84, 5943.72, 7,8.95>
<4670.68, 5911.04, 4,5.03>
<3032.78, 6027.94, 3,9.23>
<352.80, 6009.58, 1,5.52>
<4063.43, 6065.32, 7,4.26>
<3288.41, 5846.54, 5,7.06>
<4498.44, 5850.80, 7,8.46>
<4225.52, 5808.86, 6,5.66>
<4533.89, 5858.18, 2,4.82>
<715.94, 5893.82, 6,6.57>
<822.25, 5847.42, 6,6.01>
<4544.96, 5934.30, 2,6.85>
<289.50, 5871.18, 8,3.21>
<1671.65, 5887.82, 6,4.54>
<2309.95, 5906.86, 6,5.03>
<3442.00, 5754.00, 8,8.46>
<1909.73, 5879.84, 2,8.25>
<795.99, 5748.24, 6,3.77>
<4330.52, 5959.04, 6,5.10>
<2096.37, 5822.40, 2,7.41>
<1738.62, 5907.72, 3,5.87>
<1631.15, 6037.36, 8,6.71>
<3597.66, 5866.88, 3,7.41>
<3847.43, 5904.82, 3,8.46>
<359.21, 6058.88, 5,9.44>
<792.56, 5840.78, 5,9.44>
<220.80, 5865.78, 3,6.43>
<887.22, 5950.80, 3,8.60>
<2873.38, 5685.10, 3,9.86>
<4020.60, 5843.78, 3,7.34>
<3725.79, 5962.18, 7,6.22>
<4390.87, 6006.34, 7,6.15>
<2371.70, 5867.36, 7,3.00>
<225.60, 5866.98, 6,9.30>
<235.20, 5774.40, 2,6.85>
<2301.20, 5968.60, 4,5.10>
<1329.86, 5925.84, 5,8.32>
<2139.82, 5959.00, 2,7.97>
<3070.96, 5927.18, 7,8.60>
<1163.60, 5756.80, 1,8.60>
<2492.28, 5703.50, 7,8.46>
<3919.02, 5953.32, 8,7.48>
<1700.72, 5954.30, 6,7.97>
<2003.71, 5960.70, 4,8.88>
<4263.81, 5860.64, 3,9.93>
<2206.18, 5925.34, 4,3.00>
<1490.49, 5773.10, 8,9.37>
<3814.67, 5900.98, 1,4.61>
<1106.11, 5904.32, 6,6.71>
<3927.78, 5788.30, 6,8.11>
<387.76, 5839.62, 2,4.40>
<4552.25, 5862.76, 5,3.56>
<1109.52, 5955.12, 7,6.01>
<1085.45, 5796.52, 8,5.73>
<282.89, 5939.54, 6,5.03>
<1790.63, 5929.08, 2,3.00>
<1113.71, 5757.76, 7,6.01>
<2485.79, 5868.26, 5,9.37>
<3615.84, 5832.28, 4,7.27>
<1230.17, 5985.04, 5,5.45>
<1494.23, 5775.94, 3,4.75>
<2981.77, 6106.30, 3,7.27>
<2118.59, 5870.70, 7,8.88>
<1333.33, 5875.16, 4,7.13>
<1772.47, 5761.78, 2,6.57>
<2375.88, 5910.72, 8,9.79>
<564.06, 5940.96, 3,5.80>
<2961.16, 5849.56, 5,4.33>
<4803.85, 5853.10, 8,5.52>
<3646.36, 5872.18, 4,7.13>
<3613.01, 5891.16, 4,8.39>
<3959.76, 5697.90, 3,5.03>
<4769.74, 5943.84, 8,8.25>
<4023.44, 5951.80, 5,9.02>
<2876.03, 5729.90, 4,6.29>
<1384.66, 5906.50, 1,6.64>
<3267.71, 5988.30, 6,3.84>
<3975.17, 5870.06, 6,5.87>
<1510.84, 5927.22, 7,9.93>
<1553.38, 5763.00, 7,5.31>
<3434.39, 5970.74, 4,8.95>
<1689.68, 5918.94, 3,8.11>
<3544.93, 5848.22, 3,5.73>
<237.16, 5840.22, 2,7.20>
<2005.79, 5933.60, 5,3.14>
<1204.11, 5796.48, 2,9.79>
<2991.86, 5868.58, 6,5.10>
<586.48, 5883.34, 3,3.21>
<2146.01, 5862.46, 6,9.86>
<4126.34, 5901.82, 8,6.22>
<3958.53, 5840.10, 2,3.98>
<1518.62, 5811.68, 3,4.47>
<2394.59, 5653.64, 3,7.55>
<792.62, 5766.42, 2,8.18>
<2466.56, 5766.04, 5,7.41>
<3230.82, 5878.72, 3,4.26>
<2309.72, 5892.88, 6,9.23>
<2429.52, 5857.56, 3,4.75>
<4065.22, 5762.58, 8,5.45>
<1702.53, 5949.08, 8,3.49>
<3813.86, 5817.62, 7,6.99>
<3233.51, 5873.54, 3,7.76>
<2085.28, 5854.84, 3,8.74>
<785.14, 6017.82, 6,9.79>
<4837.76, 6053.34, 7,7.48>
<725.29, 5842.68, 6,5.03>
<2192.80, 5921.38, 5,6.29>
<997.08, 5919.48, 6,3.56>
<4389.97, 5989.26, 1,7.55>
<398.72, 5995.30, 8,4.96>
<921.92, 5834.14, 6,9.23>
<1146.05, 5817.70, 6,8.60>
<2886.44, 5896.90, 6,9.23>
<2436.37, 5775.06, 5,3.70>
<2931.69, 5718.26, 4,6.01>
<4288.23, 6018.42, 5,3.91>
<2997.38, 5783.98, 5,8.18>
<4600.55, 5833.56, 2,5.73>
<3607.04, 5787.14, 2,6.92>
<2465.69, 5804.78, 7,9.23>
<5011.50, 5931.04, 4,5.31>
<4464.06, 5844.74, 1,6.50>
<4402.68, 5854.80, 5,4.47>
<1674.03, 5722.76, 5,9.44>
<2790.02, 5874.04, 1,9.44>
<1817.16, 5851.50, 7,7.97>
<3298.06, 5728.98, 8,4.26>
<4477.03, 5736.18, 7,7.41>
<907.54, 5937.70, 8,3.63>
<1895.06, 5971.58, 3,8.81>
<375.69, 5862.76, 6,9.58>
<973.91, 5934.40, 1,6.64>
<2634.81, 5940.26, 6,8.67>
<1708.26, 5819.40, 3,4.75>
<1741.70, 5878.70, 3,8.67>
<3493.15, 5960.90, 7,3.63>
<1286.48, 5927.80, 1,8.88>
<253.44, 5873.82, 6,9.58>
<2153.07, 5904.04, 2,4.47>
<4093.83, 5969.92, 1,9.79>
<2579.42, 5839.80, 5,7.06>
<271.92, 5765.38, 5,6.22>
<1050.49, 5847.46, 2,4.40>
<1726.56, 5965.80, 7,9.09>
<1838.68, 5907.32, 5,5.66>
<1764.25, 5850.20, 3,5.38>
<2510.76, 5833.22, 2,7.90>
<2329.05, 5997.06, 4,3.07>
<1014.52, 5776.04, 6,8.81>
<2748.72, 5959.76, 8,9.44>
<3923.54, 5785.34, 4,6.08>
<2848.04, 5882.22, 2,8.46>
<1857.65, 5700.92, 1,4.12>
<990.41, 5914.86, 3,9.02>
<2968.27, 5947.76, 3,7.34>
<566.03, 5889.76, 6,6.78>
<3897.30, 5797.12, 2,6.64>
<3522.56, 5718.08, 1,3.00>
<4781.34, 5834.40, 5,3.91>
<764.11, 6075.82, 7,3.42>
<5290.44, 5941.18, 8,7.27>
<4657.09, 5865.30, 2,5.45>
<4118.50, 5785.70, 7,8.88>
<2900.28, 5757.18, 7,5.66>
<986.04, 5880.80, 6,7.62>
<3182.69, 5898.38, 1,8.81>
<4147.36, 5973.86, 1,9.09>
<3989.42, 5924.96, 6,9.37>
<3459.99, 5847.44, 4,5.59>
<3146.12, 5828.40, 5,6.08>
<2318.26, 5984.50, 5,7.27>
<3355.15, 5905.80, 4,4.61>
<3699.87, 5739.46, 2,6.50>
<1971.58, 5867.12, 3,5.87>
<4100.25, 5855.58, 7,3.98>
<2250.04, 5904.94, 1,7.62>
<3626.53, 5882.08, 6,6.15>
<321.25, 5996.34, 6,7.34>
<3011.64, 5809.16, 7,5.94>
<3041.80, 6005.32, 1,6.36>
<4053.74, 5914.46, 1,8.74>
<2237.46, 5981.10, 4,7.97>
<3461.83, 5969.84, 6,6.36>
<3975.63, 5794.96, 8,8.32>
<1990.16, 6057.80, 8,9.37>];

Activities= {
<1, 1, 0.05, 360.00, 381.20>,
<1, 2, 0.07, 296.00, 365.68>,
<1, 3, 0.00, 292.00, 365.44>,
<1, 4, 0.02, 356.00, 376.68>,
<1, 5, 0.02, 376.00, 394.72>,
<1, 6, 0.05, 302.00, 356.88>,
<1, 7, 0.04, 308.00, 369.64>,
<1, 8, 0.12, 394.00, 397.84>,
<1, 9, 0.07, 378.00, 392.52>,
<1, 10, 0.04, 266.00, 319.60>,
<1, 11, 0.02, 376.00, 394.24>,
<1, 12, 0.05, 326.00, 359.30>,
<1, 13, 0.02, 246.00, 316.84>,
<1, 14, 0.16, 348.00, 381.28>,
<1, 15, 0.11, 246.00, 361.50>,
<1, 16, 0.16, 278.00, 352.42>,
<2, 1, 0.12, 356.00, 379.32>,
<2, 2, 0.14, 328.00, 361.12>,
<2, 3, 0.03, 248.00, 365.04>,
<2, 4, 0.04, 362.00, 380.62>,
<2, 5, 0.06, 294.00, 361.84>,
<2, 6, 0.06, 306.00, 380.26>,
<2, 7, 0.04, 382.00, 389.74>,
<2, 8, 0.04, 310.00, 367.60>,
<2, 9, 0.01, 298.00, 342.88>,
<2, 10, 0.14, 260.00, 332.80>,
<2, 11, 0.12, 242.00, 308.36>,
<2, 12, 0.04, 326.00, 381.50>,
<2, 13, 0.07, 278.00, 373.16>,
<2, 14, 0.03, 298.00, 342.88>,
<2, 15, 0.01, 398.00, 399.30>,
<2, 16, 0.05, 242.00, 354.18>,
<3, 1, 0.04, 258.00, 323.32>,
<3, 2, 0.10, 346.00, 372.46>,
<3, 3, 0.08, 384.00, 394.56>,
<3, 4, 0.08, 258.00, 354.56>,
<3, 5, 0.02, 368.00, 392.96>,
<3, 6, 0.02, 342.00, 369.84>,
<3, 7, 0.10, 324.00, 356.68>,
<3, 8, 0.10, 372.00, 393.00>,
<3, 9, 0.09, 308.00, 379.76>,
<3, 10, 0.04, 336.00, 385.92>,
<3, 11, 0.02, 288.00, 376.48>,
<3, 12, 0.06, 358.00, 389.50>,
<3, 13, 0.09, 308.00, 358.60>,
<3, 14, 0.07, 286.00, 365.80>,
<3, 15, 0.01, 290.00, 347.20>,
<3, 16, 0.08, 256.00, 317.92>,
<4, 1, 0.02, 306.00, 344.54>,
<4, 2, 0.10, 386.00, 392.02>,
<4, 3, 0.10, 376.00, 391.60>,
<4, 4, 0.07, 298.00, 364.30>,
<4, 5, 0.07, 284.00, 358.24>,
<4, 6, 0.06, 244.00, 318.88>,
<4, 7, 0.05, 262.00, 328.24>,
<4, 8, 0.00, 244.00, 361.00>,
<4, 9, 0.05, 392.00, 396.00>,
<4, 10, 0.09, 348.00, 372.44>,
<4, 11, 0.09, 304.00, 374.08>,
<4, 12, 0.07, 278.00, 343.88>,
<4, 13, 0.04, 398.00, 399.56>,
<4, 14, 0.10, 252.00, 354.12>,
<4, 15, 0.06, 314.00, 376.78>,
<4, 16, 0.03, 280.00, 359.20>,
<5, 1, 0.07, 316.00, 379.00>,
<5, 2, 0.07, 362.00, 381.00>,
<5, 3, 0.13, 270.00, 328.50>,
<5, 4, 0.04, 316.00, 356.32>,
<5, 5, 0.13, 306.00, 375.56>,
<5, 6, 0.02, 328.00, 360.40>,
<5, 7, 0.10, 392.00, 396.88>,
<5, 8, 0.04, 300.00, 347.00>,
<5, 9, 0.03, 388.00, 393.28>,
<5, 10, 0.02, 334.00, 380.86>,
<5, 11, 0.02, 376.00, 390.16>,
<5, 12, 0.01, 358.00, 384.88>,
<5, 13, 0.10, 262.00, 336.52>,
<5, 14, 0.04, 280.00, 364.00>,
<5, 15, 0.02, 248.00, 360.48>,
<5, 16, 0.14, 386.00, 395.10>,
<6, 1, 0.13, 328.00, 376.96>,
<6, 2, 0.00, 326.00, 377.80>,
<6, 3, 0.07, 258.00, 321.90>,
<6, 4, 0.04, 260.00, 365.00>,
<6, 5, 0.06, 260.00, 317.40>,
<6, 6, 0.14, 324.00, 361.24>,
<6, 7, 0.02, 246.00, 315.30>,
<6, 8, 0.05, 370.00, 386.50>,
<6, 9, 0.00, 392.00, 396.48>,
<6, 10, 0.12, 252.00, 331.92>,
<6, 11, 0.06, 342.00, 377.96>,
<6, 12, 0.08, 354.00, 385.28>,
<6, 13, 0.04, 282.00, 341.00>,
<6, 14, 0.12, 278.00, 329.24>,
<6, 15, 0.01, 318.00, 365.56>,
<6, 16, 0.06, 372.00, 391.60>,
<7, 1, 0.05, 346.00, 370.30>,
<7, 2, 0.03, 328.00, 371.20>,
<7, 3, 0.01, 306.00, 346.42>,
<7, 4, 0.07, 350.00, 380.00>,
<7, 5, 0.04, 248.00, 325.52>,
<7, 6, 0.11, 276.00, 344.20>,
<7, 7, 0.12, 384.00, 393.12>,
<7, 8, 0.02, 318.00, 370.48>,
<7, 9, 0.02, 282.00, 368.14>,
<7, 10, 0.11, 266.00, 363.82>,
<7, 11, 0.04, 298.00, 375.52>,
<7, 12, 0.05, 352.00, 377.44>,
<7, 13, 0.11, 352.00, 383.20>,
<7, 14, 0.09, 384.00, 395.52>,
<7, 15, 0.11, 338.00, 382.64>,
<7, 16, 0.02, 258.00, 314.80>,
<8, 1, 0.12, 272.00, 373.12>,
<8, 2, 0.07, 396.00, 398.96>,
<8, 3, 0.01, 396.00, 398.32>,
<8, 4, 0.11, 300.00, 340.00>,
<8, 5, 0.09, 374.00, 389.08>,
<8, 6, 0.02, 310.00, 360.40>,
<8, 7, 0.02, 272.00, 368.00>,
<8, 8, 0.13, 292.00, 373.00>,
<8, 9, 0.05, 388.00, 397.24>,
<8, 10, 0.07, 302.00, 342.18>,
<8, 11, 0.02, 358.00, 382.78>,
<8, 12, 0.02, 280.00, 347.20>,
<8, 13, 0.02, 292.00, 336.28>,
<8, 14, 0.13, 354.00, 385.28>,
<8, 15, 0.06, 286.00, 350.98>,
<8, 16, 0.04, 250.00, 355.00>,
<9, 1, 0.05, 288.00, 335.04>,
<9, 2, 0.08, 288.00, 351.84>,
<9, 3, 0.09, 358.00, 379.42>,
<9, 4, 0.08, 324.00, 360.48>,
<9, 5, 0.09, 284.00, 357.08>,
<9, 6, 0.01, 258.00, 324.74>,
<9, 7, 0.06, 258.00, 331.84>,
<9, 8, 0.10, 342.00, 370.42>,
<9, 9, 0.02, 344.00, 378.72>,
<9, 10, 0.05, 382.00, 394.60>,
<9, 11, 0.04, 306.00, 358.64>,
<9, 12, 0.09, 288.00, 346.24>,
<9, 13, 0.04, 294.00, 352.30>,
<9, 14, 0.10, 350.00, 371.50>,
<9, 15, 0.06, 350.00, 387.00>,
<9, 16, 0.04, 246.00, 366.12>,
<10, 1, 0.10, 310.00, 349.60>,
<10, 2, 0.09, 252.00, 340.80>,
<10, 3, 0.09, 334.00, 374.92>,
<10, 4, 0.02, 360.00, 378.00>,
<10, 5, 0.09, 388.00, 395.32>,
<10, 6, 0.03, 314.00, 357.00>,
<10, 7, 0.01, 378.00, 390.98>,
<10, 8, 0.08, 294.00, 341.70>,
<10, 9, 0.09, 338.00, 364.66>,
<10, 10, 0.01, 350.00, 370.50>,
<10, 11, 0.10, 286.00, 357.82>,
<10, 12, 0.04, 376.00, 390.40>,
<10, 13, 0.02, 386.00, 396.08>,
<10, 14, 0.09, 244.00, 337.60>,
<10, 15, 0.06, 384.00, 394.56>,
<10, 16, 0.08, 382.00, 393.88>,
<11, 1, 0.08, 302.00, 376.48>,
<11, 2, 0.11, 342.00, 387.24>,
<11, 3, 0.02, 292.00, 343.84>,
<11, 4, 0.01, 348.00, 380.24>,
<11, 5, 0.07, 250.00, 323.50>,
<11, 6, 0.12, 306.00, 365.22>,
<11, 7, 0.06, 388.00, 396.52>,
<11, 8, 0.02, 286.00, 362.38>,
<11, 9, 0.00, 288.00, 350.72>,
<11, 10, 0.04, 350.00, 385.50>,
<11, 11, 0.03, 382.00, 394.96>,
<11, 12, 0.10, 252.00, 345.24>,
<11, 13, 0.12, 306.00, 351.12>,
<11, 14, 0.10, 302.00, 351.00>,
<11, 15, 0.08, 242.00, 335.22>,
<11, 16, 0.04, 254.00, 345.98>,
<12, 1, 0.02, 324.00, 359.72>,
<12, 2, 0.08, 240.00, 305.60>,
<12, 3, 0.09, 398.00, 399.34>,
<12, 4, 0.01, 396.00, 398.28>,
<12, 5, 0.06, 390.00, 397.90>,
<12, 6, 0.09, 258.00, 319.06>,
<12, 7, 0.10, 280.00, 341.20>,
<12, 8, 0.07, 372.00, 387.12>,
<12, 9, 0.04, 362.00, 390.12>,
<12, 10, 0.03, 392.00, 395.76>,
<12, 11, 0.06, 390.00, 396.30>,
<12, 12, 0.10, 242.00, 358.92>,
<12, 13, 0.06, 306.00, 361.46>,
<12, 14, 0.05, 286.00, 370.36>,
<12, 15, 0.04, 394.00, 396.82>,
<12, 16, 0.10, 364.00, 384.16>,
<13, 1, 0.04, 258.00, 368.76>,
<13, 2, 0.07, 274.00, 355.90>,
<13, 3, 0.05, 244.00, 332.92>,
<13, 4, 0.10, 330.00, 374.10>,
<13, 5, 0.12, 274.00, 342.04>,
<13, 6, 0.04, 340.00, 365.20>,
<13, 7, 0.08, 372.00, 389.64>,
<13, 8, 0.11, 342.00, 372.16>,
<13, 9, 0.11, 342.00, 376.22>,
<13, 10, 0.03, 392.00, 398.16>,
<13, 11, 0.10, 252.00, 331.92>,
<13, 12, 0.07, 314.00, 357.00>,
<13, 13, 0.00, 290.00, 372.50>,
<13, 14, 0.01, 316.00, 358.00>,
<13, 15, 0.05, 370.00, 388.90>,
<13, 16, 0.02, 390.00, 397.70>,
<14, 1, 0.01, 278.00, 332.90>,
<14, 2, 0.04, 328.00, 380.56>,
<14, 3, 0.08, 312.00, 353.36>,
<14, 4, 0.03, 348.00, 374.00>,
<14, 5, 0.09, 314.00, 379.36>,
<14, 6, 0.05, 346.00, 385.96>,
<14, 7, 0.05, 380.00, 392.20>,
<14, 8, 0.04, 358.00, 382.36>,
<14, 9, 0.10, 286.00, 340.72>,
<14, 10, 0.08, 322.00, 362.56>,
<14, 11, 0.02, 278.00, 349.98>,
<14, 12, 0.04, 364.00, 383.80>,
<14, 13, 0.10, 248.00, 320.96>,
<14, 14, 0.11, 244.00, 317.32>,
<14, 15, 0.07, 280.00, 374.80>,
<14, 16, 0.09, 354.00, 375.16>,
<15, 1, 0.04, 246.00, 332.24>,
<15, 2, 0.11, 396.00, 397.60>,
<15, 3, 0.08, 290.00, 358.20>,
<15, 4, 0.04, 388.00, 394.96>,
<15, 5, 0.07, 374.00, 387.52>,
<15, 6, 0.03, 314.00, 365.60>,
<15, 7, 0.02, 264.00, 352.40>,
<15, 8, 0.00, 338.00, 383.88>,
<15, 9, 0.12, 324.00, 384.04>,
<15, 10, 0.05, 398.00, 398.82>,
<15, 11, 0.05, 288.00, 348.48>,
<15, 12, 0.09, 288.00, 337.28>,
<15, 13, 0.05, 354.00, 380.22>,
<15, 14, 0.08, 314.00, 373.34>,
<15, 15, 0.05, 332.00, 359.20>,
<15, 16, 0.10, 374.00, 388.30>,
<16, 1, 0.09, 284.00, 346.64>,
<16, 2, 0.04, 286.00, 373.78>,
<16, 3, 0.10, 254.00, 318.24>,
<16, 4, 0.02, 336.00, 376.32>,
<16, 5, 0.09, 298.00, 371.44>,
<16, 6, 0.05, 388.00, 392.80>,
<16, 7, 0.00, 270.00, 359.70>,
<16, 8, 0.02, 262.00, 343.42>,
<16, 9, 0.09, 370.00, 385.30>,
<16, 10, 0.04, 242.00, 333.64>,
<16, 11, 0.12, 268.00, 363.04>,
<16, 12, 0.09, 350.00, 372.50>,
<16, 13, 0.08, 394.00, 398.14>,
<16, 14, 0.10, 378.00, 388.78>,
<16, 15, 0.07, 300.00, 366.00>,
<16, 16, 0.00, 252.00, 340.80>,
<17, 1, 0.06, 304.00, 365.44>,
<17, 2, 0.03, 290.00, 370.30>,
<17, 3, 0.09, 398.00, 398.98>,
<17, 4, 0.07, 250.00, 365.50>,
<17, 5, 0.08, 346.00, 387.04>,
<17, 6, 0.11, 368.00, 392.00>,
<17, 7, 0.02, 378.00, 389.22>,
<17, 8, 0.09, 308.00, 375.16>,
<17, 9, 0.09, 356.00, 378.44>,
<17, 10, 0.02, 392.00, 397.60>,
<17, 11, 0.01, 398.00, 399.56>,
<17, 12, 0.12, 294.00, 366.08>,
<17, 13, 0.04, 368.00, 385.28>,
<17, 14, 0.01, 258.00, 360.24>,
<17, 15, 0.10, 246.00, 332.24>,
<17, 16, 0.06, 260.00, 335.60>,
<18, 1, 0.12, 350.00, 377.00>,
<18, 2, 0.11, 260.00, 318.80>,
<18, 3, 0.02, 398.00, 399.24>,
<18, 4, 0.07, 270.00, 368.80>,
<18, 5, 0.02, 394.00, 397.36>,
<18, 6, 0.09, 252.00, 354.12>,
<18, 7, 0.07, 276.00, 352.88>,
<18, 8, 0.05, 244.00, 339.16>,
<18, 9, 0.04, 390.00, 395.00>,
<18, 10, 0.02, 328.00, 363.28>,
<18, 11, 0.08, 366.00, 390.82>,
<18, 12, 0.12, 378.00, 387.46>,
<18, 13, 0.03, 342.00, 366.36>,
<18, 14, 0.02, 286.00, 361.24>,
<18, 15, 0.05, 320.00, 372.00>,
<18, 16, 0.10, 252.00, 315.64>,
<19, 1, 0.02, 286.00, 343.00>,
<19, 2, 0.03, 252.00, 360.04>,
<19, 3, 0.06, 272.00, 346.24>,
<19, 4, 0.05, 314.00, 375.92>,
<19, 5, 0.03, 324.00, 368.08>,
<19, 6, 0.15, 360.00, 387.60>,
<19, 7, 0.13, 286.00, 348.70>,
<19, 8, 0.02, 256.00, 339.52>,
<19, 9, 0.03, 376.00, 386.80>,
<19, 10, 0.05, 396.00, 398.24>,
<19, 11, 0.09, 310.00, 376.60>,
<19, 12, 0.11, 292.00, 337.36>,
<19, 13, 0.11, 264.00, 340.16>,
<19, 14, 0.00, 250.00, 365.50>,
<19, 15, 0.00, 344.00, 369.76>,
<19, 16, 0.13, 368.00, 388.80>,
<20, 1, 0.04, 300.00, 360.00>,
<20, 2, 0.11, 294.00, 356.54>,
<20, 3, 0.06, 390.00, 394.70>,
<20, 4, 0.03, 312.00, 375.36>,
<20, 5, 0.12, 354.00, 388.50>,
<20, 6, 0.08, 254.00, 338.68>,
<20, 7, 0.07, 366.00, 380.28>,
<20, 8, 0.09, 398.00, 399.04>,
<20, 9, 0.11, 386.00, 393.28>,
<20, 10, 0.02, 368.00, 392.64>,
<20, 11, 0.01, 330.00, 381.80>,
<20, 12, 0.10, 276.00, 365.28>,
<20, 13, 0.04, 360.00, 378.80>,
<20, 14, 0.07, 276.00, 356.60>,
<20, 15, 0.01, 376.00, 389.20>,
<20, 16, 0.06, 296.00, 371.92>,
<21, 1, 0.02, 386.00, 394.68>,
<21, 2, 0.10, 242.00, 322.58>,
<21, 3, 0.07, 248.00, 313.36>,
<21, 4, 0.09, 318.00, 357.36>,
<21, 5, 0.08, 294.00, 369.26>,
<21, 6, 0.03, 290.00, 347.20>,
<21, 7, 0.08, 382.00, 389.20>,
<21, 8, 0.06, 266.00, 338.36>,
<21, 9, 0.05, 392.00, 396.40>,
<21, 10, 0.08, 294.00, 351.24>,
<21, 11, 0.03, 338.00, 375.82>,
<21, 12, 0.02, 362.00, 378.34>,
<21, 13, 0.07, 372.00, 392.16>,
<21, 14, 0.10, 314.00, 376.78>,
<21, 15, 0.04, 386.00, 391.88>,
<21, 16, 0.09, 352.00, 377.44>,
<22, 1, 0.10, 306.00, 351.12>,
<22, 2, 0.09, 382.00, 390.64>,
<22, 3, 0.07, 258.00, 331.84>,
<22, 4, 0.05, 346.00, 373.00>,
<22, 5, 0.11, 348.00, 384.92>,
<22, 6, 0.07, 358.00, 376.48>,
<22, 7, 0.03, 324.00, 362.00>,
<22, 8, 0.07, 348.00, 382.32>,
<22, 9, 0.05, 292.00, 358.96>,
<22, 10, 0.01, 364.00, 384.52>,
<22, 11, 0.08, 364.00, 383.80>,
<22, 12, 0.06, 274.00, 348.34>,
<22, 13, 0.00, 260.00, 360.80>,
<22, 14, 0.09, 392.00, 395.92>,
<22, 15, 0.10, 358.00, 376.06>,
<22, 16, 0.02, 364.00, 385.24>,
<23, 1, 0.05, 356.00, 380.20>,
<23, 2, 0.07, 302.00, 366.68>,
<23, 3, 0.05, 362.00, 387.08>,
<23, 4, 0.06, 258.00, 324.74>,
<23, 5, 0.01, 298.00, 361.24>,
<23, 6, 0.01, 280.00, 373.60>,
<23, 7, 0.07, 270.00, 337.60>,
<23, 8, 0.07, 346.00, 378.40>,
<23, 9, 0.10, 296.00, 337.60>,
<23, 10, 0.13, 292.00, 336.28>,
<23, 11, 0.14, 294.00, 371.38>,
<23, 12, 0.05, 240.00, 337.60>,
<23, 13, 0.01, 246.00, 344.56>,
<23, 14, 0.10, 364.00, 392.08>,
<23, 15, 0.09, 326.00, 364.48>,
<23, 16, 0.00, 288.00, 344.00>,
<24, 1, 0.05, 304.00, 361.60>,
<24, 2, 0.04, 360.00, 378.00>,
<24, 3, 0.11, 308.00, 356.76>,
<24, 4, 0.01, 372.00, 389.64>,
<24, 5, 0.09, 398.00, 399.42>,
<24, 6, 0.10, 362.00, 384.80>,
<24, 7, 0.08, 296.00, 350.08>,
<24, 8, 0.04, 290.00, 334.00>,
<24, 9, 0.06, 264.00, 337.44>,
<24, 10, 0.08, 342.00, 385.50>,
<24, 11, 0.08, 240.00, 336.00>,
<24, 12, 0.02, 310.00, 352.30>,
